"timepoint, ms","fr, kHz",mark
0.119214,2.242152466367713,delm
0.11965999999999999,2.242152466367713,delm
0.139072,12.048192771084336,eho
0.139173,12.048192771084336,eho
0.13924699999999998,12.048192771084336,eho
0.139321,12.048192771084336,eho
0.13968999999999998,16.39344262295082,eho
0.139764,16.39344262295082,eho
0.139818,16.39344262295082,eho
0.139873,16.39344262295082,eho
0.14057899999999998,13.089005235602093,eho
0.14066499999999998,13.089005235602093,eho
0.140753,13.089005235602093,eho
0.140826,13.089005235602093,eho
0.14091099999999998,13.089005235602093,eho
0.140961,13.089005235602093,eho
0.146735,13.986013986013987,eho
0.146806,13.986013986013987,eho
0.146874,13.986013986013987,eho
0.146949,13.986013986013987,eho
0.14702099999999999,13.986013986013987,eho
0.148307,13.58695652173913,eho
0.148371,13.58695652173913,eho
0.14843699999999999,13.58695652173913,eho
0.148504,13.58695652173913,eho
0.148566,13.58695652173913,eho
0.148675,13.58695652173913,eho
0.150095,12.25114854517611,eho
0.15018399999999998,12.25114854517611,eho
0.150257,12.25114854517611,eho
0.150345,12.25114854517611,eho
0.150444,12.25114854517611,eho
0.150504,12.25114854517611,eho
0.150603,12.25114854517611,eho
0.150648,12.25114854517611,eho
0.150748,12.25114854517611,eho
0.15252,10.067114093959733,lco
0.152619,10.067114093959733,lco
0.152702,10.067114093959733,lco
0.15279299999999998,10.067114093959733,lco
0.152882,10.067114093959733,lco
0.15302,10.067114093959733,lco
0.153087,10.067114093959733,lco
0.153204,10.067114093959733,lco
0.153281,10.067114093959733,lco
0.153414,10.067114093959733,lco
0.15392899999999998,6.097560975609756,lco
0.154131,6.097560975609756,lco
0.154256,6.097560975609756,lco
0.154421,6.097560975609756,lco
0.154633,9.42507068803016,eho
0.15474,9.42507068803016,eho
0.15481699999999998,9.42507068803016,eho
0.154906,9.42507068803016,eho
0.15498599999999998,9.42507068803016,eho
0.155171,9.42507068803016,eho
0.155257,9.42507068803016,eho
0.155326,9.42507068803016,eho
0.15550899999999998,9.42507068803016,eho
0.15559599999999998,9.42507068803016,eho
0.155694,9.42507068803016,eho
0.15586999999999998,11.664899257688228,eho
0.155987,11.664899257688228,eho
0.156056,11.664899257688228,eho
0.15614699999999998,11.664899257688228,eho
0.156225,11.664899257688228,eho
0.156308,11.664899257688228,eho
0.15639,11.664899257688228,eho
0.15648399999999998,11.664899257688228,eho
0.156555,11.664899257688228,eho
0.156655,11.664899257688228,eho
0.156721,11.664899257688228,eho
0.15681299999999998,11.664899257688228,eho
0.15698099999999998,10.92896174863388,eho
0.157061,10.92896174863388,eho
0.157133,10.92896174863388,eho
0.15731399999999998,10.92896174863388,eho
0.15739799999999998,10.92896174863388,eho
0.157467,10.92896174863388,eho
0.157561,10.92896174863388,eho
0.157652,10.92896174863388,eho
0.157739,10.92896174863388,eho
0.15781299999999998,10.92896174863388,eho
0.15789999999999998,10.92896174863388,eho
0.157989,10.92896174863388,eho
0.158079,10.92896174863388,eho
0.158243,5.333333333333333,delm
0.158459,5.333333333333333,delm
0.15861799999999998,5.333333333333333,delm
0.15861799999999998,11.363636363636365,eho
0.15870599999999999,11.363636363636365,eho
0.159241,12.195121951219512,eho
0.159326,12.195121951219512,eho
0.159408,12.195121951219512,eho
0.159487,12.195121951219512,eho
0.16008,12.012012012012011,eho
0.160168,12.012012012012011,eho
0.160252,12.012012012012011,eho
0.160321,12.012012012012011,eho
0.160413,12.012012012012011,eho
0.160574,11.82033096926714,eho
0.16064399999999998,11.82033096926714,eho
0.160744,11.82033096926714,eho
0.16081299999999998,11.82033096926714,eho
0.16089699999999998,11.82033096926714,eho
0.160988,11.82033096926714,eho
0.161083,11.82033096926714,eho
0.16114599999999998,11.82033096926714,eho
0.161221,11.82033096926714,eho
0.161275,11.82033096926714,eho
0.161379,11.82033096926714,eho
0.161462,11.82033096926714,eho
0.16157,11.82033096926714,eho
0.16164699999999999,11.82033096926714,eho
0.161738,11.82033096926714,eho
0.16181399999999999,11.82033096926714,eho
0.161911,11.82033096926714,eho
0.162021,11.82033096926714,eho
0.162093,11.82033096926714,eho
0.162181,11.82033096926714,eho
0.162266,11.82033096926714,eho
0.162438,11.157601115760112,eho
0.16253099999999998,11.157601115760112,eho
0.16261899999999999,11.157601115760112,eho
0.162706,11.157601115760112,eho
0.16278499999999999,11.157601115760112,eho
0.162883,11.157601115760112,eho
0.162966,11.157601115760112,eho
0.163054,11.157601115760112,eho
0.163135,11.157601115760112,eho
0.163216,11.157601115760112,eho
0.16330699999999998,11.157601115760112,eho
0.16339399999999998,11.157601115760112,eho
0.163542,11.157601115760112,eho
0.163634,11.157601115760112,eho
0.16372399999999998,11.157601115760112,eho
0.163793,11.157601115760112,eho
0.163872,11.157601115760112,eho
0.16413999999999998,7.393715341959334,lco
0.164302,7.393715341959334,lco
0.164452,7.393715341959334,lco
0.16455699999999998,7.393715341959334,lco
0.164681,7.393715341959334,lco
0.16508899999999999,3.067484662576687,delm
0.16539399999999999,3.067484662576687,delm
0.165741,3.067484662576687,delm
0.165886,12.461059190031152,eho
0.165951,12.461059190031152,eho
0.166033,12.461059190031152,eho
0.166108,12.461059190031152,eho
0.166207,12.461059190031152,eho
0.166755,4.716981132075472,delm
0.166967,4.716981132075472,delm
0.169715,3.696857670979667,delm
0.169965,3.696857670979667,delm
0.170256,3.696857670979667,delm
0.17143799999999998,3.64963503649635,delm
0.171712,3.64963503649635,delm
0.173674,2.3529411764705883,delm
0.174099,2.3529411764705883,delm
0.17424599999999998,10.01669449081803,eho
0.174314,10.01669449081803,eho
0.17439,10.01669449081803,eho
0.174541,10.01669449081803,eho
0.174677,10.01669449081803,eho
0.17476,10.01669449081803,eho
0.174845,10.01669449081803,eho
0.17498999999999998,3.012048192771084,delm
0.175322,3.012048192771084,delm
0.17641199999999999,10.245901639344263,eho
0.176501,10.245901639344263,eho
0.17665,10.245901639344263,eho
0.176726,10.245901639344263,eho
0.176814,10.245901639344263,eho
0.1769,10.245901639344263,eho
0.177542,2.0120724346076457,delm
0.178039,2.0120724346076457,delm
0.180971,1.0905125408942202,delm
0.181888,1.0905125408942202,delm
0.183978,1.0649627263045793,delm
0.184917,1.0649627263045793,delm
0.185523,4.705882352941177,delm
0.185746,4.705882352941177,delm
0.185948,4.705882352941177,delm
0.18623299999999998,4.8543689320388355,delm
0.186438,4.8543689320388355,delm
0.186645,4.8543689320388355,delm
0.18689,15.748031496062993,eho
0.186945,15.748031496062993,eho
0.187017,15.748031496062993,eho
0.187944,1.6420361247947455,delm
0.188553,1.6420361247947455,delm
0.18957,10.1010101010101,eho
0.18967,10.1010101010101,eho
0.189768,10.1010101010101,eho
0.190077,1.4275517487508922,delm
0.190835,1.4275517487508922,delm
0.19147799999999998,1.4275517487508922,delm
0.193661,1.2578616352201257,delm
0.194608,1.2578616352201257,delm
0.19525099999999998,1.2578616352201257,delm
0.195604,9.569377990430622,lco
0.195732,9.569377990430622,lco
0.195813,9.569377990430622,lco
0.196106,1.278772378516624,delm
0.19679,1.278772378516624,delm
0.19758399999999998,1.278772378516624,delm
0.19758399999999998,12.195121951219512,eho
0.19766299999999998,12.195121951219512,eho
0.197745,12.195121951219512,eho
0.19782999999999998,12.195121951219512,eho
0.198452,1.278772378516624,delm
0.198628,10.638297872340425,eho
0.198708,10.638297872340425,eho
0.198799,10.638297872340425,eho
0.19891,10.638297872340425,eho
0.199428,11.235955056179776,eho
0.199519,11.235955056179776,eho
0.19960599999999998,11.235955056179776,eho
0.200354,1.1160714285714286,delm
0.20113399999999998,1.1160714285714286,delm
0.202146,1.1160714285714286,delm
0.203097,15.673981191222571,eho
0.203171,15.673981191222571,eho
0.20324599999999998,15.673981191222571,eho
0.20329799999999998,15.673981191222571,eho
0.20334,15.673981191222571,eho
0.20341599999999999,15.673981191222571,eho
0.204234,1.6447368421052633,delm
0.204842,1.6447368421052633,delm
0.207056,1.4858841010401187,delm
0.207836,1.4858841010401187,delm
0.208402,1.4858841010401187,delm
0.20956999999999998,0.9442870632672333,delm
0.21062899999999998,1.5037593984962405,delm
0.21062899999999998,0.9442870632672333,delm
0.21129399999999998,1.5037593984962405,delm
0.211946,4.464285714285714,delm
0.21217,4.464285714285714,delm
0.216281,1.6625103906899417,delm
0.21681299999999998,1.6625103906899417,delm
0.21748399999999998,1.6625103906899417,delm
0.21934099999999998,2.272727272727273,delm
0.21978099999999998,2.272727272727273,delm
0.22036699999999998,8.474576271186441,lco
0.220498,8.474576271186441,lco
0.22066,8.474576271186441,lco
0.220769,8.474576271186441,lco
0.22083899999999998,8.474576271186441,lco
0.22223199999999999,1.5325670498084292,delm
0.22280899999999998,1.5325670498084292,delm
0.22353699999999999,1.5325670498084292,delm
0.225211,1.7421602787456447,delm
0.22578499999999999,1.7421602787456447,delm
